kernel,mode,size,cores,DX100s,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
GZZ,MAA,4M,8,2,32686554.0,24218760,0,21224380,62915971,0,23273805,0,68774,381994,131701690,6579300,0,0,16311744,10.585403,2134042,22816,22609,207,0,0,0,207,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.667741,513759,21778,21774,4,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.812857,3109581,38042,37515,527,274,41,1,254,5,19,1,232,11401083,3800452,0,7600705,96159056,0,7322627,11405,0,133896435,7.912364476826465,9914646,4082699,935958,57.76221625889607,23.785593813231326,81.54781007212739,93.31331763273678,30.828237075,0.30456022875,22.47426949425,3.71348808,27.602374463999997,9.602508048,23.96345464,87.660654955,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,BASE,2M,4,0,85563833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192229,1783963,21558,5712,15846,8538,7308,1,7307,18,7289,0,7289,9.597079,2252373,30095,5707,24388,16746,6907,3,6904,848,6056,0,6056,99.432019,106365,515409,31604,483805,43362,440443,0,440443,336593,103850,0,103850,105.586691,97302,503431,20711,482720,42277,440443,0,440443,335513,104930,0,104930,144.749572,40259,469854,13430,456424,24472,431952,0,431952,256382,175570,0,175570,5.095889,607126,2132,148,1984,1918,66,0,66,24,42,0,42,104.475609,93585,486256,31219,455037,37887,417150,0,417150,312011,105139,0,105139,5.507079,1722149,1306,866,440,438,2,0,2,1,1,0,1,5.235798,716011,134,133,1,0,1,0,1,0,1,0,1,178.629051,10345,42184,22993,19191,6,19185,0,19185,0,19185,0,19185,0,0,0,0,0,0,0,0,0,0,0,0,0,38.323094,7681269,2026327,129634,1896693,170774,1725811,6,1725805,1214421,511354,1,511353,14469197,6180614,0,12577811,85986682,0,11399192,1965,0,140102316,11.586165188223463,3090831,521000,3202960,6.878928577326412,1.1595334034073879,8.0384619807338,11.320324788175299,1.398403225,1.04260677375,28.548202034250004,12.7107024,8.604873504,1.225392,6.183454671999999,58.315231384,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA,2M,4,1,31895204.0,22455078,0,0,15691409,2187825,0,0,0,8568961,40334312,1055551,0,0,21399527,5.82042,1945817,2950,2683,267,0,0,0,267,0,0,0,267,6.728541,1528873,4398,136,4262,405,3857,29,3828,0,3828,0,3828,9.475074,2093658,11094,731,10363,5014,5349,779,4570,0,4571,0,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.102941,0,68,0,68,7,61,0,61,57,4,0,4,5.201754,691892,33,31,2,0,2,0,2,0,2,0,2,165.630955,9919,42273,23094,19179,7,19172,0,19172,0,19172,0,19172,0,0,0,0,0,0,0,0,0,0,0,0,0,8.115683,6249231,62002,27255,34747,5058,28522,669,28094,66,27766,1,28006,14468878,6180066,0,12577687,54117318,0,5079669,6579,0,101916672,4.974096123122492,5503592,366218,942058,32.85917213144551,2.186502978351904,35.045675109797415,83.95079227436663,23.81812575,0.3069366,10.751820882,3.74058648,15.322000128,0.861344736,10.049114719999999,41.031803546,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,BASE,4M,8,0,85503909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.365291,1701975,20840,5484,15356,7952,7404,4,7400,24,7376,0,7376,9.76589,2149540,28655,5212,23443,16057,6556,3,6553,894,5659,0,5659,98.896864,99622,489123,29503,459620,40838,418782,0,418782,323201,95581,0,95581,115.115004,90061,479336,20813,458523,39775,418748,0,418748,316212,102536,0,102536,145.884971,37603,445563,11802,433761,22882,410879,0,410879,246612,164267,0,164267,5.081329,576644,1955,122,1833,1803,30,0,30,4,26,0,26,107.190519,87227,462197,29855,432342,35599,396743,0,396743,293935,102808,0,102808,5.508914,1645208,1468,1013,455,451,4,0,4,3,1,0,1,5.215407,687168,8,7,1,0,1,0,1,0,1,0,1,142.513519,9985,40542,22137,18405,7,18398,0,18398,0,18398,0,18398,0,0,0,0,0,0,0,0,0,0,0,0,0,39.351212,7314429,1925894,123494,1802400,161669,1640572,4,1640568,1152188,488352,1,488351,28569171,12181182,0,24777451,172815315,0,22741139,3483,0,279772876,23.61439272438082,6233813,1008480,6891517,13.88364700589237,2.2460379117086666,16.129684917601036,4.843438397203755,1.273988275,2.241605115,56.84382006900001,27.33605292,17.354935392,2.37194496,12.398805616,118.54716407200002,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA,4M,8,1,33134134.0,22946546,0,0,20335373,4194185,0,0,0,9618313,47476104,977787,0,0,21968759,5.63941,1810006,2270,2036,234,0,0,0,234,0,0,0,234,6.85686,1443582,4617,173,4444,458,3986,44,3942,0,3942,0,3942,9.531645,1979729,10867,593,10274,4848,5426,746,4680,0,4680,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.21875,0,64,0,64,6,58,0,58,54,4,0,4,5.186501,663503,6,5,1,0,1,0,1,0,1,0,1,220.458986,9601,40510,22109,18401,7,18394,0,18394,0,18394,0,18394,0,0,0,0,0,0,0,0,0,0,0,0,0,8.490203,5749721,59755,25791,33964,5336,27638,835,27008,70,26712,1,26916,28568704,12180114,0,24777299,108076089,0,10131867,12639,0,202431162,9.916532117782616,10937299,707141,2402071,62.85939676745825,4.064116441320403,66.92351320877866,79.37151979829,23.069493774999998,0.78418369875,22.14166292625,9.54928356,30.449440416,1.663195632,19.935281279999995,84.523047513,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA,4M,8,2,32708120.0,38352251,0,0,34981422,4206913,0,0,0,9516313,77540586,4427113,0,0,15032212,5.781384,1809746,2507,2263,244,0,0,0,244,0,0,0,244,7.025657,1443701,4623,177,4446,460,3986,42,3944,0,3944,0,3944,9.950816,1979424,11136,773,10363,4765,5598,891,4707,0,4707,0,4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.875,0,64,0,64,5,59,0,59,56,3,0,3,5.186586,663560,6,5,1,0,1,0,1,0,1,0,1,220.874156,9593,40547,22143,18404,7,18397,0,18397,0,18397,0,18397,0,0,0,0,0,0,0,0,0,0,0,0,0,8.433308,6048708,60176,26138,34038,5389,27634,815,27050,71,26727,1,26957,28568704,12180114,0,24777299,107577695,0,10086559,12639,0,201887460,9.966691411796337,10937283,707159,2518969,63.678030154079664,4.117155250141084,67.79518540422075,78.36762809244101,23.62710665,0.82217579625,21.79223387475,10.01274204,30.449395872,1.6632379679999998,19.935284704,84.675070255,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,BASE,2M,4,0,56387247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.407878,817049,28236,7524,20712,9429,10573,3,10570,731,9839,0,9839,115.7736,37397,479808,20129,459679,33259,426420,0,426420,316060,110360,0,110360,77.518979,204740,820057,362518,457539,51464,406075,0,406075,348785,57290,0,57290,5.123062,1295896,298,187,111,110,1,0,1,0,1,0,1,86.976196,66173,448497,17819,430678,45323,385355,0,385355,326016,59339,0,59339,5.8829,1425071,433,280,153,152,1,0,1,0,1,0,1,5.060672,723388,391,163,228,227,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.377293,4810667,1740489,401222,1339267,137835,1201101,5,1201096,968977,232092,1,232091,6920321,1901127,0,2436981,74069232,0,12657086,1922,0,128932000,12.630037969742538,1504424,256536,1583483,5.080718493231109,0.8663695868847718,5.947088080115881,10.078423132836633,0.8970381915,0.51469424625,19.04567344575,6.27837588,4.188316415999999,0.603372672,3.01476352,33.64519618,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA,2M,4,1,24898216.0,22310749,0,1537741,13747096,4366922,0,0,0,299589,41962508,1177066,0,0,22671424,5.665424,1526166,934,786,148,0,0,0,148,0,0,0,148,14.084704,919679,14348,921,13427,7610,5817,577,5240,0,5240,0,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.303922,34,68,0,68,1,67,0,67,64,3,1,2,16.808555,475589,16617,1257,15360,5419,9941,770,9171,0,9171,0,9171,26.816399,489257,45915,32525,13390,7481,5909,687,5222,74,5148,0,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.639491,3412031,72588,32042,40546,19353,21058,1923,19271,166,18961,1,19096,7602061,1900571,0,13,36927788,0,4663756,10197,0,79612371,7.704613638950959,5292146,238176,640322,40.47616320721794,1.8216524351448995,42.297815642362835,88.42161450996886,31.0268755,0.208145274375,8.435515486125,2.53893672,14.733334463999999,0.560189952,9.467911264,35.9440331605,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,BASE,4M,8,0,56962449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.764412,775658,27886,7544,20342,8927,10553,4,10549,895,9654,0,9654,115.491563,35670,456123,18997,437126,31798,405328,0,405328,301962,103366,0,103366,77.277194,194720,778391,343232,435159,49197,385962,0,385962,331795,54167,0,54167,5.123176,1230203,256,163,93,92,1,0,1,0,1,0,1,89.995361,62043,426344,16668,409676,43199,366477,0,366477,310301,56176,0,56176,5.884081,1366941,423,269,154,153,1,0,1,0,1,0,1,5.058314,693990,349,145,204,202,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.070875,4600289,1653283,379811,1273472,130750,1142237,7,1142230,915235,226967,2,226965,13821056,3801358,0,4840165,140007958,0,24287614,3402,0,248605657,24.800930556659353,3063657,490893,3415459,10.242058729691891,1.6410958981356731,11.883154627827563,3.9130410319168334,0.8887565435,1.110127700625,38.385314923875,13.54177764,8.529221088,1.154580336,6.0853896,68.8064112885,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA,4M,8,1,25167052.0,22600921,0,1812680,18646896,8368409,0,0,0,249515,51428906,1258515,0,0,23155086,5.647446,1421331,928,776,152,0,0,0,152,0,0,0,152,14.182691,855287,13448,770,12678,6972,5706,577,5129,0,5129,0,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.625,32,64,0,64,1,63,0,63,60,3,0,3,17.516029,442054,16348,1155,15193,5044,10149,712,9437,0,9437,0,9437,27.674371,454540,43805,30880,12925,7040,5885,605,5280,91,5190,0,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.074528,3302404,69955,30626,39329,18750,20427,1725,18855,145,18547,1,18699,15200797,3800296,0,29,76058213,0,9526983,19765,0,161609602,14.811413430060858,10527767,462268,1451270,79.65988448600865,3.497818244037719,83.15770273004637,86.79467353834633,30.0001421,0.471768080625,16.984529611875,5.7545196,29.309303327999995,1.087254336,18.814939919999997,72.4223148765,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA,4M,8,2,24762359.0,36030839,0,3878095,28160008,8379190,0,0,0,318111,76448132,3814994,0,0,16385737,5.674532,1421404,858,712,146,0,0,0,146,0,0,0,146,14.643122,855163,13577,799,12778,7061,5717,554,5163,0,5163,0,5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.322917,32,64,0,64,2,62,1,61,58,3,0,3,18.297972,441962,16434,1177,15257,5044,10213,728,9485,0,9485,0,9485,29.151483,454308,44080,31169,12911,7006,5905,624,5281,84,5198,0,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.615202,3302366,70353,31035,39318,18574,20611,1800,18945,150,18654,1,18787,15200773,3800290,0,29,76707090,0,9585969,19763,0,162317341,15.630577977319689,10527745,459178,1596833,80.96160077682762,3.5312202111185402,84.49282098794616,85.46605814931078,30.834294800000002,0.5191959225,16.637320147500002,6.33250908,29.309242079999997,1.079986656,18.809612176,72.68786606200001,0,0,0,0,0,0,0,0,0,0,0,0,
